	GO:0001818	GO:0001819	GO:0002221	GO:0002224	GO:0002237	GO:0002253	GO:0002263	GO:0002456	GO:0002460	GO:0002521	GO:0002573	GO:0002683	GO:0002685	GO:0002687	GO:0002688	GO:0002697	GO:0002700	GO:0002702	GO:0002764	GO:0002768	GO:0002819	GO:0002821	GO:0002831	GO:0002832	GO:0002833	GO:0006816	GO:0007159	GO:0007249	GO:0009612	GO:0009615	GO:0010952	GO:0016032	GO:0019058	GO:0019079	GO:0019221	GO:0022407	GO:0022409	GO:0030595	GO:0031348	GO:0031349	GO:0032102	GO:0032103	GO:0032635	GO:0034341	GO:0034612	GO:0038061	GO:0042098	GO:0042110	GO:0042129	GO:0042330	GO:0042742	GO:0043123	GO:0043269	GO:0043270	GO:0044403	GO:0044409	GO:0045088	GO:0045089	GO:0045619	GO:0050727	GO:0050729	GO:0050730	GO:0050777	GO:0050778	GO:0050792	GO:0050863	GO:0050867	GO:0050900	GO:0051090	GO:0051091	GO:0051092	GO:0051235	GO:0051249	GO:0051345	GO:0051701	GO:0051924	GO:0052547	GO:0055080	GO:0060326	GO:0060759	GO:0070371	GO:0070555	GO:0070661	GO:0070663	GO:0070665	GO:0071216	GO:0071219	GO:0071396	GO:0071621	GO:0071674	GO:0071706	GO:0097191	GO:0097193	GO:0097529	GO:0097530	GO:0097696	GO:0140546	GO:1902105	GO:1903039	GO:1903131	GO:1990266	GO:2000116	GO:2001056	GO:2001233	GO:2001235	GO:2001236
GO:0002573	-0	-0	0.00602074036210851	0.005947221940022395	-0	-0	0.005804937489474116	-0	-0	0.8546506584761319	1	-0	-0	-0	-0	-0	-0	-0	0.006229062344286072	0.00594238472151463	-0	-0	-0	-0	-0	-0	0.005374861142421036	0.005862796427352876	-0	-0	-0	-0	-0	-0	0.006517679173144233	-0	-0	0.005638610322013123	-0	-0	-0	-0	-0	-0	-0	0.0054285247080583954	0.0055013702656651195	0.005984663386843586	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.005831985393657781	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.006204581021191448	-0	0.0053815287291356945	-0	0.0057099154089588905	-0	-0	0.005843082957038725	0.00574445993385967	0.006502794603441229	0.0054242616412730205	0.005525301870516235	-0	0.005629451857572318	0.005824471723004818	0.005619423693853117	0.005496021840481511	0.005542534575733573	-0	-0	-0	0.9213336815061418	0.005448300214333347	-0	-0	-0	-0	-0
GO:0002683	0.4776967366452736	0.16065023243293244	0.7752827187073444	0.7650362676280568	-0	0.8214524069630524	-0	-0	-0	-0	-0	1	0.7588041912577368	0.7374949580700443	0.7307876772393135	0.7850172506680737	0.7457347783949391	0.7305930990388512	0.8044308386896559	0.7643628234765755	0.7400476497838453	0.7187519552796984	0.168654232410047	0.4625764009688054	0.16229101467575305	-0	-0	0.15131711280857	-0	-0	0.15046030458914242	-0	-0	-0	0.1697569855273032	0.15962513857229063	0.15359994858137602	-0	0.48062547838731584	0.16430002034146465	0.49489724212998054	0.16676567330370826	-0	-0	-0	0.13927219490217488	-0	-0	0.7495064779253025	-0	-0	0.15339363395453995	0.17824376379892198	0.1529219117827827	-0	-0	0.8228029116736733	0.8006456106096139	0.7428386804021233	0.15622377080292227	0.14518301298221542	0.15295545467929791	0.7485238968537694	0.8403130456558988	0.14853609456480749	0.7818558916893334	0.15510947182588208	-0	0.16044808440802205	0.15558621918251841	0.1482845226126017	-0	0.7970606550232184	0.16441062504525933	-0	0.15504681643641754	0.17007626208278692	-0	-0	0.1486887380483004	0.13797733774126256	-0	-0	0.153439474731754	0.1468666089868384	-0	-0	-0	-0	-0	-0	0.14482716343295807	0.15024832471903674	-0	-0	0.1424204168906241	-0	0.7656644167194027	0.15149383189385432	-0	-0	0.15303435244231348	0.1483307006213706	0.1574779122202559	0.14730484441764885	0.14767198725996888
GO:0002685	0.14599328706129053	0.1518935177200114	0.7342484684143661	0.7250515302573826	-0	0.7755300283261665	-0	-0	-0	-0	-0	0.7588041912577368	1	0.8014376323688105	0.7945135638818044	0.7429740110156787	0.7076920160757885	0.6940416619209784	0.7603408117827642	0.7244466139867266	0.7025683379584061	0.6833470285640422	0.15902935629991388	0.14160704912812155	0.1533594874469266	-0	-0	0.1555982570867528	-0	-0	0.14275257465823316	-0	-0	-0	0.17347105860427484	0.1636784825027888	0.15782304884648207	-0	0.14684120059661498	0.1551522292151976	0.15096530490438917	0.15734912791485794	-0	-0	-0	0.14380211394382253	-0	-0	0.7110878375160172	-0	-0	0.15762212204602571	0.16752801812542317	0.14496658142735774	-0	-0	0.7767336461582395	0.7569582693400061	0.7050833463484164	0.14793050728277227	0.13799356977592056	0.15719529209198277	0.7102033467607453	0.7923192952477299	0.14101932502593803	0.7401415995939304	0.1592922940061816	-0	0.16447638389874952	0.15975600721744626	0.15263742169096783	-0	0.7537530841987123	0.15496223715358393	-0	0.14687477303562532	0.16029310245618988	-0	-0	0.1411569030111744	0.14252821651682696	-0	-0	0.1576667681458646	0.15125095737545394	-0	-0	-0	-0	-0	-0	0.1492543947332092	0.15455545558950998	-0	-0	0.14689467771360062	-0	0.7256157104025202	0.1557706063192378	-0	-0	0.14506762370564116	0.14083418032509307	0.16159450167256803	0.15167961583543718	0.1520386367600935
GO:0002687	0.14206171502193266	0.48078703480527657	0.7733691319926501	0.7639424419898393	-0	0.8156029622515741	-0	-0	-0	-0	-0	0.7374949580700443	0.8014376323688105	1	0.9397822981203621	0.72253263460475	0.689121701188868	0.7321104959971905	0.7389464031306399	0.7049986684802017	0.6842624694043864	0.721115354196613	0.15437551033280145	0.1379051742824365	0.4852961670536138	-0	-0	0.15147703075017976	-0	-0	0.45261563885214734	-0	-0	-0	0.16836422395145548	0.15912437522811562	0.4918955444741148	-0	0.14286444961737294	0.49080709859151306	0.1467652338561742	0.49755545875188306	-0	-0	-0	0.14027499197512208	-0	-0	0.6923412382326197	-0	-0	0.4912861018964998	0.16237153449554764	0.4594476878675874	-0	-0	0.754420308663183	0.7966187657745479	0.686647902417239	0.14389534695779485	0.43791124080904476	0.15299017558266645	0.6915027413746	0.8327426495902336	0.13734771647607846	0.7198536539275373	0.4963507298767964	-0	0.15987839123712866	0.1554146637576177	0.14866954658805412	-0	0.7327226723658337	0.15039659843344289	-0	0.14289622806629865	0.1555660971636487	-0	-0	0.13747822039012292	0.13906255604097878	-0	-0	0.1534367283779009	0.47193972276053175	-0	-0	-0	-0	-0	-0	0.1454582697735534	0.150488562202857	-0	-0	0.1432161584390438	-0	0.7061057901071535	0.48566820158864493	-0	-0	0.1411850865632683	0.44669128287480775	0.15715405035307303	0.4732426844441308	0.14810143042661358
GO:0002688	0.14082228528207044	0.1463041051811218	0.7079845226364403	0.6994299302700416	-0	0.7462885997611589	-0	-0	-0	-0	-0	0.7307876772393135	0.7945135638818044	0.9397822981203621	1	0.7160935600292564	0.6832619472426509	0.6705292893797682	0.7322128159875589	0.6988669946249451	0.6784847159150923	0.6605417823971709	0.5623154527624893	0.5028302038234327	0.5430118313990602	-0	-0	0.15017703349946154	-0	-0	0.13780470326692823	-0	-0	-0	0.16675974814642683	0.15769042471596637	0.15224846537753528	-0	0.5207540802333368	0.5491211240227333	0.7179356446412218	0.7471390066481116	-0	-0	-0	0.1391594521180108	-0	-0	0.6864268384756592	-0	-0	0.5157906162845386	0.16075439965296587	0.13986678429819455	-0	-0	0.7474030984923451	0.729075395106035	0.6808299658820761	0.704020986601565	0.6583161014931934	0.15166419024199027	0.6856025977996169	0.7618229737213459	0.13618884188284955	0.7134620287740807	0.15361530158474634	-0	0.15843088069616354	0.15404650663313577	0.14741709200615058	-0	0.7261015258438247	0.1489622028963097	-0	0.14164225826124222	0.1540810587698947	-0	-0	0.5012865910126525	0.13796614132813284	-0	-0	0.1521030248203525	0.14612344057914592	-0	-0	-0	-0	-0	-0	0.14425911891777152	0.14920540408718938	-0	-0	0.142053542645676	-0	0.6999549269238331	0.15033757605815343	-0	-0	0.139960840159814	0.13601615609028034	0.5283198088936302	0.4970058435920303	0.4981421596044963
GO:0002697	0.1508168597021695	0.1571218336352064	0.7587650058259927	0.7489477489176604	-0	0.8029322849570016	-0	-0	-0	-0	-0	0.7850172506680737	0.7429740110156787	0.72253263460475	0.7160935600292564	1	0.7304397146336753	0.7159067270183802	0.7866619858076822	0.7483023197066201	0.7249826267745476	0.7045331538171564	0.16476973832232242	0.14614063563895485	0.15869098160328646	-0	-0	0.14818277686131598	-0	-0	0.14736099995960594	-0	-0	-0	0.1658221200781922	0.15614113660050158	0.1503713362747788	-0	0.15172190210434872	0.1606113186622908	0.1561288300515163	0.16296670804067845	-0	-0	-0	0.13661260328276673	-0	-0	0.7340579098937061	-0	-0	0.1501735982197459	0.17391064809206475	0.14972144375099547	-0	-0	0.8042225324818504	0.7830417563274286	0.7276609753065928	0.15288511168260135	0.142295221119013	0.1497535971687915	0.733115391155827	0.820942739353648	0.14551476001682978	0.7650599371776055	0.15181776846442913	-0	0.15692846240239122	0.15227446586079169	0.14527330998060092	-0	0.7796123754095323	0.16059639575495194	-0	0.1517577436638415	0.16612675361602552	-0	-0	0.14566125382995376	0.13536650679763995	-0	-0	0.15021753434453344	0.14391213445581677	-0	-0	-0	-0	-0	-0	0.14195337030900365	0.14715765731287989	-0	-0	0.1396404271715707	-0	0.7495497457812507	0.14835224666040436	-0	-0	0.14982922551229808	0.1453176312787731	0.15408601533314695	0.14433289025700466	0.1446853502148928
GO:0002700	0.22973280576307537	0.23885795162101242	0.7220044248135619	0.7131098005327302	-0	0.7618832850098884	-0	-0	-0	-0	-0	0.7457347783949391	0.7076920160757885	0.689121701188868	0.6832619472426509	0.7304397146336753	1	0.8888802459014731	0.7472188704334803	0.7125246382880878	0.6913500004861788	0.6727294926908353	0.1561737098390887	0.13933836108511546	0.15070213436508276	-0	-0	0.1411936126194714	-0	-0	0.21602781006734223	-0	-0	-0	0.15711883554141665	0.14840069500160172	0.14317920709742818	-0	0.14440314397845916	0.1524329359589541	0.14838957831970506	0.1545529749841172	-0	-0	-0	0.13065030548549864	-0	-0	0.6995980030813796	-0	-0	0.1429999206912279	0.1643620380325408	0.14258987361928693	-0	-0	0.7630448844869037	0.7439518213653558	0.6937851935710194	0.14545644893003074	0.135838306546238	0.2193681981861712	0.6987418475871773	0.7780807099956085	0.13876928015823328	0.7277018890306278	0.1444899819642828	-0	0.23857862965967885	0.2318456398628317	0.2216793780569216	-0	0.7408556109547082	0.15216049379201876	-0	0.1444356107189232	0.24209156772970683	-0	-0	0.13890250082179467	0.1295101504250349	-0	-0	0.14303975892714882	0.13731104883352352	-0	-0	-0	-0	-0	-0	0.13552674213247776	0.14026261003330884	-0	-0	0.13341692887407428	-0	0.7136555424292131	0.14134746475597662	-0	-0	0.21947370263652197	0.21317096033360855	0.1465430697231453	0.1376940393449462	0.1380147849173896
GO:0002702	0.2252579937574837	0.7172975658566803	0.7663573239341513	0.7570997715014336	-0	0.8078082701872277	-0	-0	-0	-0	-0	0.7305930990388512	0.6940416619209784	0.7321104959971905	0.6705292893797682	0.7159067270183802	0.8888802459014731	1	0.7320174782388211	0.6986890413997571	0.6783169900018319	0.7150153242695187	0.15287059839398262	0.13670300030313343	0.48072767418387974	-0	-0	0.1384882877164339	-0	-0	0.50074519486936	-0	-0	-0	0.15377605171647496	0.14541506038711102	0.4571962846132776	-0	0.14157466135724298	0.4861347581921364	0.1454043864967076	0.4927543786301648	-0	-0	-0	0.12833060451648554	-0	-0	0.6862551633863482	-0	-0	0.4566348985138847	0.16070752870424596	0.4553508461568892	-0	-0	0.7471995729548765	0.78918105888867	0.680661078586492	0.14258696277676558	0.4341879171242787	0.21512340537747848	0.6854313346958986	0.8246185399477297	0.13615519999081105	0.7132765662261902	0.46129978625939616	-0	0.23375619627059263	0.2272889566792123	0.21750995466814235	-0	0.7259094347667188	0.14892061021670408	-0	0.14160586853839002	0.23693217172885367	-0	-0	0.1362834464940569	0.1272304065527236	-0	-0	0.14026392116515848	0.43880756747751837	-0	-0	-0	-0	-0	-0	0.1330323000041878	0.13759250691544506	-0	-0	0.13099885385930696	-0	0.69977641929551	0.4514594008322586	-0	-0	0.2152248653474745	0.4942476993007021	0.1436309800590265	0.4400086170429234	0.13542878837250708
GO:0002764	0.15438019448414117	0.16099315386246488	0.8268281138356298	0.8158781065849727	0.214349251489492	0.8761753997415253	0.21050084077810732	0.18775657541233182	0.21446851417257604	0.006651761794400592	0.006229062344286072	0.8044308386896559	0.7603408117827642	0.7389464031306399	0.7322128159875589	0.7866619858076822	0.7472188704334803	0.7320174782388211	1	0.8151584424418667	0.7891761962554354	0.7664232173744078	0.6215915022824352	0.5497056863768432	0.5980886740466953	-0	0.00578229446347329	0.29948149227690407	0.2102410893775594	0.24137562753123157	0.1507610624484291	-0	-0	-0	0.3360593667706962	0.17342143063631651	0.16686212917369317	0.2322364200731032	0.5711985986060071	0.6055085966650022	0.5881958247290682	0.6146156103082222	-0	0.20360610175239088	0.214383629806027	0.27559851356647586	0.005928971902216844	0.006494173369311347	0.75100563518853	0.2644498812560533	0.2330043705309044	0.5652324648594531	0.17866600648277034	0.15323260140881598	-0	-0	0.8776190351167571	0.8539350842155549	0.7443112563525547	0.5756827395358914	0.5349192099704951	0.16616056537243087	0.7982332004096059	0.8963376084630462	0.14882920144396677	0.7834873926442052	0.16850536764346039	0.006314781605144307	0.17431740918674352	0.1690243594999268	0.1610763815773843	-0	0.7987562974463879	0.1647818408372341	-0	0.1553662093544262	0.17046065352516168	-0	0.25761090033758294	0.5478613851705044	0.2730314918144497	0.20264995595261454	0.006171911677136395	0.16668744425028498	0.1595331456117609	0.24135660756509833	0.23695107798076365	0.27114646215577876	0.22273223903570608	0.0059567777233105424	-0	0.2866121010510971	0.29736196223114786	0.006066319355435979	0.005922760206957988	0.2818401528411169	0.23968595374502175	0.7672289761602842	0.16456956048960364	0.006530572085552371	0.0058673775308375545	0.15334549958982516	0.14862299665399661	0.5803139055236373	0.5427522855252034	0.5441076960763992
GO:0002768	0.1470173280206942	0.1530023175864871	0.9165734041639888	0.9050123932345348	0.20422950315624402	0.8315646827736636	0.20073292925465192	0.17994628296884954	0.20433776768418702	0.006325874369551886	0.00594238472151463	0.7643628234765755	0.7244466139867266	0.7049986684802017	0.6988669946249451	0.7483023197066201	0.7125246382880878	0.6986890413997571	0.8151584424418667	1	0.7528009256203266	0.7320695499527516	0.5892785293492048	0.5242815597536983	0.5681141421746466	-0	0.005534446830638977	0.28544158308866774	0.2004967116065604	0.2286190244372554	0.14373150511093263	-0	-0	-0	0.6046054284243603	0.16486604750200476	0.1589268792639828	0.2217783162804477	0.543797043794869	0.5748048101507827	0.5591806428694226	0.5830053993715653	-0	0.194453676155926	0.20426071175981345	0.263663998588436	0.005668673680559325	0.006183183415856791	0.7159671090266416	0.24921474407719504	0.22109543086500563	0.5383868843149872	0.16887783865302447	0.14597621998253826	-0	-0	0.8328649452973214	0.8115055315442978	0.7098802857898775	0.5478597474706888	0.510814461237751	0.15829032832101977	0.7610378907417699	0.849704776549782	0.14197454862621717	0.7454292153444999	0.1604168454083702	0.0060203461217355125	0.1656755978399543	0.16088713872242694	0.15366966897821868	-0	0.7592376913477363	0.15615534582847468	-0	0.14791126124087883	0.1615284231129716	-0	0.24480561815128876	0.5226036524938992	0.2613135395748094	0.193581374801717	0.005890351477859948	0.15876840592990296	0.15226447497528137	0.23008091252487475	0.2260739855992336	0.25699713582549444	0.21309484610074286	0.00569408635917504	-0	0.5196440850307434	0.28351548588049963	0.005794098439761136	0.005662995172478408	0.5113750385512416	0.22710266740728965	0.730697102709452	0.15684581563961536	0.0062161706588120536	0.0056123432226683105	0.1460786751034406	0.1417868888673159	0.5520524484969559	0.5179527779121589	0.5191870142269642
GO:0002819	0.14253318051414804	0.1481516675519062	0.7627425993910084	0.7534146547861605	-0	0.8045433858055727	-0	-0	-0	-0	-0	0.7400476497838453	0.7025683379584061	0.6842624694043864	0.6784847159150923	0.7249826267745476	0.6913500004861788	0.6783169900018319	0.7891761962554354	0.7528009256203266	1	0.7110457801926992	0.5697415109694255	0.5087599311665829	0.5499336474329007	-0	-0	0.1401782482959748	-0	-0	0.13944263452760797	-0	-0	-0	0.15586252736395	0.14727944029097437	0.14213518957724647	-0	0.5271167586416771	0.5562005828129977	0.5415585553224969	0.563875375556927	-0	-0	-0	0.1297804523489679	-0	-0	0.6945904411184878	-0	-0	0.5220318566812683	0.16298773450377682	0.14155440180074708	-0	-0	0.8057604566111505	0.7857519498519253	0.6888602065189496	0.5309331736704977	0.4960687786020197	0.14158314272970207	0.7383431505231269	0.8215116982718297	0.137788363526135	0.7222854812178596	0.1434268324021671	-0	0.14797973330442013	0.14383437399825733	0.13757185423967747	-0	0.7352423779022368	0.15094284507616984	-0	0.1433732581862798	0.15613163641087657	-0	-0	0.5071797541587696	0.12865536339403796	-0	-0	0.14199776664072086	0.13635056810166274	-0	-0	-0	-0	-0	-0	0.1345909763449615	0.13926054426830559	-0	-0	0.13250997389674174	-0	0.708445466686275	0.14032989440969101	-0	-0	0.14165074187297655	0.13761160019741014	0.534869872209041	0.5027982054032257	0.503961193170739
GO:0002821	0.13859589701066125	0.46860837848524617	0.789150940727808	0.7797660227254457	-0	0.8311285259659612	-0	-0	-0	-0	-0	0.7187519552796984	0.6833470285640422	0.721115354196613	0.6605417823971709	0.7045331538171564	0.6727294926908353	0.7150153242695187	0.7664232173744078	0.7320695499527516	0.7110457801926992	1	0.55267508799006	0.4951075868038752	0.6707163639174293	-0	-0	0.13636825467784397	-0	-0	0.4418063265614624	-0	-0	-0	0.15116653156051413	0.1430794364893996	0.4501023283958444	-0	0.5124756221818367	0.6781360434563489	0.5261159130254991	0.6872158801061361	-0	-0	-0	0.1265081154667579	-0	-0	0.6757973435818766	-0	-0	0.637622806340976	0.15785963601295483	0.4483136020593866	-0	-0	0.7820555003091253	0.8122734756253348	0.6703717818622181	0.5160822476359432	0.6067411554704202	0.13769745584304677	0.718389880022689	0.8106956182961218	0.13410546827720124	0.7019857509586437	0.4540789225429435	-0	0.1437402685444475	0.13982588584545155	0.13390036969474692	-0	0.7142184113243877	0.14639149675451	-0	0.139390074429957	0.1514196557064919	-0	-0	0.49361095386366766	0.12543881437896529	-0	-0	0.13808960219258634	0.4322687012654606	-0	-0	-0	-0	-0	-0	0.13107484071027156	0.13549960386838747	-0	-0	0.129100351152462	-0	0.6889057037132921	0.4445410101249452	-0	-0	0.1377613946071088	0.4361597961076954	0.5198010252972672	0.6147535606075039	0.4905617866442633
GO:0002831	0.16081666876304193	0.16800538129829382	0.5980702380230626	0.5898204080570074	-0	0.6353635165253417	-0	-0	-0	-0	-0	0.168654232410047	0.15902935629991388	0.15437551033280145	0.5623154527624893	0.16476973832232242	0.1561737098390887	0.15287059839398262	0.6215915022824352	0.5892785293492048	0.5697415109694255	0.55267508799006	1	0.5718680391204832	0.6244174341223877	-0	-0	0.15782516792837997	-0	-0	0.15689330014077263	-0	-0	-0	0.17799101963838537	0.16688460111213213	0.16031020564312576	-0	0.5951656610620955	0.63250942729384	0.6136422633478688	0.6424534185690796	-0	-0	-0	0.14476658730331862	-0	-0	0.15699738295595028	-0	-0	0.5886911920358064	0.1873437441803538	0.1595717749794723	-0	-0	0.6364573497843959	0.6185325527469708	0.15554149339334758	0.6000356031620048	0.5558825783519034	0.1596082989025127	0.5765459402213309	0.6506549270272852	0.1548021751504138	0.16407652157733663	0.1619552079254155	-0	0.16778431214280992	0.16247503681209874	0.15452894960163102	-0	0.16741289128430503	0.17239272351901544	-0	0.16188690113341422	0.17834205229708652	-0	-0	0.5698722975644012	0.14336806166636598	-0	-0	0.16013541239555032	0.15298972147188547	-0	-0	-0	-0	-0	-0	0.15077795572410374	0.15666282006667842	-0	-0	0.1481711445996575	-0	0.16053001176640067	0.15801742472315716	-0	-0	0.15969421121971739	0.15457909937279105	0.6050685899463333	0.5643464945579634	0.5658120503517655
GO:0002832	0.44345848808846605	0.1486803478731486	0.8160651321181073	0.8060509024595818	-0	0.5604489544821417	-0	-0	-0	-0	-0	0.4625764009688054	0.14160704912812155	0.1379051742824365	0.5028302038234327	0.14614063563895485	0.13933836108511546	0.13670300030313343	0.5497056863768432	0.5242815597536983	0.5087599311665829	0.4951075868038752	0.5718680391204832	1	0.8478414753229466	-0	-0	0.1406514626547261	-0	-0	0.13991088704621088	-0	-0	-0	0.1564477810457325	0.1478019028616349	0.1426217315935631	-0	0.6821220715824143	0.5582270508854885	0.700876951621059	0.565958259056282	-0	-0	-0	0.13018596694353676	-0	-0	0.13999365116008394	-0	-0	0.5238165915343495	0.16362783052549165	0.14203696900940385	-0	-0	0.8622589342918531	0.8407709814818979	0.13883488262756422	0.5327793991213132	0.4976801277076661	0.1420659062514111	0.6630903694370959	0.572313318609003	0.13824555355128373	0.14559505022019778	0.14392227283728729	-0	0.14850718505607116	0.14433263887240008	0.1380276062359759	-0	0.14821613412799156	0.15151008718907294	-0	0.14386832792807333	0.15671891661883308	-0	-0	0.508864216356492	0.12905386671940236	-0	-0	0.14248336668163947	0.13679825102549992	-0	-0	-0	-0	-0	-0	0.13502716072753798	0.1397275726084127	-0	-0	0.1329327530846275	-0	0.14279568108169194	0.14080413490942578	-0	-0	0.14213396728416444	0.138067616011312	0.5367436258066071	0.5044536415296474	0.5056243089691451
GO:0002833	0.15502096007787594	0.5265325414824278	0.8852731194398372	0.8735005645609819	-0	0.7671904313595332	-0	-0	-0	-0	-0	0.16229101467575305	0.1533594874469266	0.4852961670536138	0.5430118313990602	0.15869098160328646	0.15070213436508276	0.48072767418387974	0.5980886740466953	0.5681141421746466	0.5499336474329007	0.6707163639174293	0.6244174341223877	0.8478414753229466	1	-0	-0	0.15223933176724527	-0	-0	0.4929325781541292	-0	-0	-0	0.17091853024751658	0.1606517494875374	0.5032822063231407	-0	0.573584023642618	0.7638766745705551	0.5907256431752105	0.7754172301419081	-0	-0	-0	0.14005306025552333	-0	-0	0.15146896173123758	-0	-0	0.7128565331241642	0.1795247896727909	0.5010468813738501	-0	-0	0.9398964893500886	0.9144219525701938	0.15011335803667014	0.5781058441344801	0.6744767655896277	0.15389781404548736	0.55627053896939	0.7849250498906871	0.14942462705381188	0.1580478704412906	0.5082591815032362	-0	0.161485342366952	0.15656137696373687	0.14917003890732122	-0	0.1611412572428115	0.1655365886849683	-0	0.15601520333601976	0.17124219515029862	-0	-0	0.5500554971783573	0.13874371074441771	-0	-0	0.15438782612395557	0.4810894111228637	-0	-0	-0	-0	-0	-0	0.14567175063253807	0.15115752285213124	-0	-0	0.14323708738456895	-0	0.1547545754451223	0.49633924335270335	-0	-0	0.15397768723621005	0.48591396962581457	0.5827762363685298	0.6843926330537123	0.5462717856505034
GO:0006816	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2095473266811826	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0007159	-0	-0	0.005602352217813451	0.005538642471880417	-0	-0	0.005415033435163392	-0	-0	0.005686676946355544	0.005374861142421036	-0	-0	-0	-0	-0	-0	-0	0.00578229446347329	0.005534446830638977	-0	-0	-0	-0	-0	-0	1	0.005465347220912916	-0	-0	-0	-0	-0	-0	0.006030171242233516	-0	-0	0.0052700204134896525	-0	-0	-0	-0	-0	-0	-0	0.0050860551708311694	0.005149945343834036	0.005571102074281853	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.005438562513284692	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.005761193009674273	-0	0.00504477928001997	-0	0.005332256472651692	-0	-0	0.005448212068220989	0.005362370454807457	0.0060174278864561495	0.005082312840245592	0.005170911298629953	-0	0.005262019322523245	0.005432027818675304	0.00525325648877859	0.005145258112531177	0.005186001281452071	-0	-0	-0	0.005597867533158655	0.005103410238408195	-0	-0	-0	-0	-0
GO:0007249	0.14497779798992752	0.15079459818841415	0.28927650675766836	0.28567827420985775	0.20142450034443002	0.15462775520315092	0.1980225147128376	0.1777651009486192	0.2015298105966659	0.006235760097707882	0.005862796427352876	0.15131711280857	0.1555982570867528	0.15147703075017976	0.15017703349946154	0.14818277686131598	0.1411936126194714	0.1384882877164339	0.29948149227690407	0.28544158308866774	0.1401782482959748	0.13636825467784397	0.15782516792837997	0.1406514626547261	0.15223933176724527	-0	0.005465347220912916	1	0.1977926294451273	0.22510981472342784	0.14178151829053928	-0	-0	-0	0.31364193475846197	0.16250139645292616	0.1567283929151355	0.21887105399906906	0.14581392306545807	0.15400582955625902	0.14987972721209056	0.15617015655861305	-0	0.1919091069476609	0.20145485749840755	0.3555267420133175	0.005596203626969952	0.006097060983945268	0.1538017335625144	0.2450505407872793	0.21781173022471592	0.15653024194334608	0.1661922255588523	0.1439652761156776	-0	-0	0.15486595343368403	0.1509516738041073	0.15251178307275468	0.14688798609321682	0.13708597343193293	0.15610929708481358	0.14169124911624853	0.1579498873755973	0.1400716276572637	0.16004128666935985	0.1581772339244044	0.005938670155422067	0.16328783540363698	0.15863446847412802	0.15161328528361898	-0	0.16296328041530597	0.1537806931151974	-0	0.1458470273597968	0.1590697731934314	-0	0.24126810473580804	0.14020736182519347	0.35239698418722115	0.19105943575488574	0.005812141705700297	0.15657427155418235	0.15024528042544796	0.22695343530871978	0.22305377675890006	0.25310131047273454	0.21040940948613682	0.00562096927275276	-0	0.27014464124134263	0.38193197895374503	0.005718407381491034	0.005590669311486447	0.2659012308281377	0.22363950166963925	0.15692215686750047	0.1547041404211169	0.006129133318059681	0.0055412972787532095	0.14406492690731063	0.13988896145256755	0.16044709344664124	0.15066824951288174	0.15102249306338392
GO:0009612	-0	-0	0.20315941453713104	0.20066107689108595	0.4701461161150804	-0	0.19582714325755804	0.1759939127741453	0.1992564297617443	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2102410893775594	0.2004967116065604	-0	-0	-0	-0	-0	-0	-0	0.1977926294451273	1	0.5247344597002241	-0	-0	-0	-0	0.22005811417212726	-0	-0	0.4489585965879198	-0	-0	-0	-0	-0	0.4481748900774914	0.19918315785267454	0.18304689860453527	-0	-0	-0	0.5705805689461182	0.507929732629801	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.49435582188980726	-0	0.1814520612178696	0.189014944826025	-0	-0	-0	0.19712292625661176	0.4574442722379378	0.21955166449552588	0.43178140008739635	-0	-0	0.1898674990368976	0.19649069696041205	-0	-0	0.18691663561125008	0.521349988130939	-0	-0	-0	-0	-0	-0	-0	-0	-0
